team,pole,url,line,timetable
1001,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1001&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1001,06,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1001&busstopNr=06&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1028,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1028&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1028,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1028&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1029,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1029&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1029,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1029&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1030,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1030&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1030,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1030&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1031,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1031&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
1031,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=1031&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
2001,05,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=2001&busstopNr=05&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
2001,07,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=2001&busstopNr=07&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
2131,05,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=2131&busstopNr=05&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
2131,07,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=2131&busstopNr=07&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
2131,08,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=2131&busstopNr=08&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
2131,09,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=2131&busstopNr=09&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3118,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3118&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3118,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3118&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3228,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3228&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3228,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3228&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3237,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3237&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3237,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3237&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3238,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3238&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3238,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3238&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3239,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3239&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3239,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3239&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3240,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3240&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3240,10,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3240&busstopNr=10&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3286,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3286&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
3286,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=3286&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4001,05,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4001&busstopNr=05&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4001,06,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4001&busstopNr=06&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4002,01,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4002&busstopNr=01&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4002,02,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4002&busstopNr=02&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4003,07,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4003&busstopNr=07&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4003,08,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4003&busstopNr=08&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4003,09,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4003&busstopNr=09&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4003,10,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4003&busstopNr=10&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4003,13,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4003&busstopNr=13&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4003,14,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4003&busstopNr=14&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4004,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4004&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4004,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4004&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4005,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4005&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4005,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4005&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4006,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4006&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4006,04,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4006&busstopNr=04&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
4007,03,https://api.um.warszawa.pl/api/action/dbtimetable_get?id=e923fa0e-d96c-43f9-ae6e-60518c9f3238&busstopId=4007&busstopNr=03&line=7&apikey=bdd86f45-8538-4bde-b062-e55d41a5dee2,7,
